sample_id,study,condition,strain description,strain,culture type,evolved sample,base media,temperature (c),pH,carbon source (g/L),nitrogen source (g/L),electron acceptor,trace element mixture,supplement,antibiotic for selection,growth rate (1/hr),isolate type,additional details,biological replicates,doi,run_date,n_replicates
pcoli__BRCAswap__1,pColi,BRCAswap,Escherichia coli K-12 MG1655 BRCA_swap,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.574739754,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__BRCAswap__2,pColi,BRCAswap,Escherichia coli K-12 MG1655 BRCA_swap,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.573701226,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__btAANAT__1,pColi,btAANAT,Escherichia coli K-12 MG1655 btAANAT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.611559596,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__btAANAT__2,pColi,btAANAT,Escherichia coli K-12 MG1655 btAANAT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.59937543,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__btASMT__1,pColi,btASMT,Escherichia coli K-12 MG1655 btASMT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.613998484,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__btASMT__2,pColi,btASMT,Escherichia coli K-12 MG1655 btASMT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.618937178,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__CC1__1,pColi,CC1,Escherichia coli K-12 MG1655 CC1,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.642599122,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",6,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__CC1__2,pColi,CC1,Escherichia coli K-12 MG1655 CC1,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.596039008,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",6,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__ccCOMT__1,pColi,ccCOMT,Escherichia coli K-12 MG1655 ccCOMT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.655445869,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__ccCOMT__2,pColi,ccCOMT,Escherichia coli K-12 MG1655 ccCOMT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.65974844,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__ckDDC__1,pColi,ckDDC,Escherichia coli K-12 MG1655 ckDDC,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.623536894,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__ckDDC__2,pColi,ckDDC,Escherichia coli K-12 MG1655 ckDDC,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.618030559,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__CNTF_belt__1,pColi,CNTF_belt,Escherichia coli K-12 MG1655 CNTF_belt,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.573718751,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__CNTF_belt__2,pColi,CNTF_belt,Escherichia coli K-12 MG1655 CNTF_belt,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.572101865,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__cobPNMT__1,pColi,cobPNMT,Escherichia coli K-12 MG1655 cobPNMT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.591134185,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__cobPNMT__2,pColi,cobPNMT,Escherichia coli K-12 MG1655 cobPNMT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.596333263,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__cvPhhB__1,pColi,cvPhhB,Escherichia coli K-12 MG1655 cvPhhB,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.655750893,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__cvPhhB__2,pColi,cvPhhB,Escherichia coli K-12 MG1655 cvPhhB,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.644655123,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__ggAANAT__1,pColi,ggAANAT,Escherichia coli K-12 MG1655 ggAANAT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.621184132,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__ggAANAT__2,pColi,ggAANAT,Escherichia coli K-12 MG1655 ggAANAT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.62252203,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__ggTPH__1,pColi,ggTPH,Escherichia coli K-12 MG1655 ggTPH,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.506740011,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__ggTPH__2,pColi,ggTPH,Escherichia coli K-12 MG1655 ggTPH,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.484818356,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsAANAT__1,pColi,hsAANAT,Escherichia coli K-12 MG1655 hsAANAT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.404375526,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsAANAT__2,pColi,hsAANAT,Escherichia coli K-12 MG1655 hsAANAT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.394807263,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsASMT__1,pColi,hsASMT,Escherichia coli K-12 MG1655 hsASMT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.61649683,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsASMT__2,pColi,hsASMT,Escherichia coli K-12 MG1655 hsASMT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.623535177,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsPNMT_mb__1,pColi,hsPNMT_mb,Escherichia coli K-12 MG1655 hsPNMT_mb,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.616309201,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsPNMT_mb__2,pColi,hsPNMT_mb,Escherichia coli K-12 MG1655 hsPNMT_mb,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.628528332,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsTPH__1,pColi,hsTPH,Escherichia coli K-12 MG1655 hsTPH,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.599402417,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsTPH__2,pColi,hsTPH,Escherichia coli K-12 MG1655 hsTPH,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.599708494,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsTPH_E2K__1,pColi,hsTPH_E2K,Escherichia coli K-12 MG1655 hsTPH_E2K,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.533112169,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsTPH_E2K__2,pColi,hsTPH_E2K,Escherichia coli K-12 MG1655 hsTPH_E2K,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.538436151,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsTPH_E2K_N91I_P99C__1,pColi,hsTPH_E2K_N91I_P99C,Escherichia coli K-12 MG1655 hsTPH_E2K_N91I_P99C,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.587631349,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsTPH_E2K_N91I_P99C__2,pColi,hsTPH_E2K_N91I_P99C,Escherichia coli K-12 MG1655 hsTPH_E2K_N91I_P99C,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.585367081,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsTPH_N158trunc__1,pColi,hsTPH_N158trunc,Escherichia coli K-12 MG1655 hsTPH_N158trunc,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.52644502,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsTPH_N158trunc__2,pColi,hsTPH_N158trunc,Escherichia coli K-12 MG1655 hsTPH_N158trunc,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.51982993,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsTPH_N174trunc__1,pColi,hsTPH_N174trunc,Escherichia coli K-12 MG1655 hsTPH_N174trunc,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.567885536,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsTPH_N174trunc__2,pColi,hsTPH_N174trunc,Escherichia coli K-12 MG1655 hsTPH_N174trunc,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.565559966,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsTPH_Ntermtrunc__1,pColi,hsTPH_Ntermtrunc,Escherichia coli K-12 MG1655 hsTPH_Ntermtrunc,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.655567487,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsTPH_Ntermtrunc__2,pColi,hsTPH_Ntermtrunc,Escherichia coli K-12 MG1655 hsTPH_Ntermtrunc,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.657993133,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsTPH1__1,pColi,hsTPH1,Escherichia coli K-12 MG1655 hsTPH1,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.550380259,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__hsTPH1__2,pColi,hsTPH1,Escherichia coli K-12 MG1655 hsTPH1,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.541407086,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__MBP__1,pColi,MBP,Escherichia coli K-12 MG1655 MBP,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.691316347,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__MBP__2,pColi,MBP,Escherichia coli K-12 MG1655 MBP,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.698990644,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__msCOMT__1,pColi,msCOMT,Escherichia coli K-12 MG1655 msCOMT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.723878287,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__msCOMT__2,pColi,msCOMT,Escherichia coli K-12 MG1655 msCOMT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.740024665,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__ocAANAT__1,pColi,ocAANAT,Escherichia coli K-12 MG1655 ocAANAT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.643697206,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__ocAANAT__2,pColi,ocAANAT,Escherichia coli K-12 MG1655 ocAANAT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.641931589,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__osTDC_K374H__1,pColi,osTDC_K374H,Escherichia coli K-12 MG1655 osTDC_K374H,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.60659473,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__osTDC_K374H__2,pColi,osTDC_K374H,Escherichia coli K-12 MG1655 osTDC_K374H,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.604326957,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__osTDC_K374L__1,pColi,osTDC_K374L,Escherichia coli K-12 MG1655 osTDC_K374L,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.708431312,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__osTDC_K374L__2,pColi,osTDC_K374L,Escherichia coli K-12 MG1655 osTDC_K374L,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.70883001,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__osTDC_K374Q__1,pColi,osTDC_K374Q,Escherichia coli K-12 MG1655 osTDC_K374Q,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.550405046,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__osTDC_K374Q__2,pColi,osTDC_K374Q,Escherichia coli K-12 MG1655 osTDC_K374Q,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.541095779,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__osTDC_L360V__1,pColi,osTDC_L360V,Escherichia coli K-12 MG1655 osTDC_L360V,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.62758389,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__osTDC_L360V__2,pColi,osTDC_L360V,Escherichia coli K-12 MG1655 osTDC_L360V,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.638521686,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__pmTPH__1,pColi,pmTPH,Escherichia coli K-12 MG1655 pmTPH,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.731386795,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__pmTPH__2,pColi,pmTPH,Escherichia coli K-12 MG1655 pmTPH,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.716795538,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__RFC__1,pColi,RFC,Escherichia coli K-12 MG1655 RFC,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.507175973,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__RFC__2,pColi,RFC,Escherichia coli K-12 MG1655 RFC,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.501488162,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__RFCctrl__1,pColi,RFCctrl,Escherichia coli K-12 MG1655 RFC_optimized,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.403513176,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",4,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__RFCctrl__2,pColi,RFCctrl,Escherichia coli K-12 MG1655 RFC_optimized,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.370645637,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",4,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__RFCnopause__1,pColi,RFCnopause,Escherichia coli K-12 MG1655 RFCnopause,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.450330052,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__RFCnopause__2,pColi,RFCnopause,Escherichia coli K-12 MG1655 RFCnopause,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.465934213,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__RFCpluspause__1,pColi,RFCpluspause,Escherichia coli K-12 MG1655 RFCpluspause,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.480230975,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__RFCpluspause__2,pColi,RFCpluspause,Escherichia coli K-12 MG1655 RFCpluspause,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.508961689,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__rnCOMT_sol__1,pColi,rnCOMT_sol,Escherichia coli K-12 MG1655 rnCOMT_sol,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.404833048,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__rnCOMT_sol__2,pColi,rnCOMT_sol,Escherichia coli K-12 MG1655 rnCOMT_sol,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.361414108,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__rnPNMT__1,pColi,rnPNMT,Escherichia coli K-12 MG1655 rnPNMT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.692275341,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__rnPNMT__2,pColi,rnPNMT,Escherichia coli K-12 MG1655 rnPNMT,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.688542711,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
pcoli__rnTDC__1,pColi,rnTDC,Escherichia coli K-12 MG1655 rnTDC,MG1655,Batch,No,M9,37,7,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.583596776,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,doi.org/10.1016/j.ymben.2020.07.002,3/8/2018,2
